,order_acknowledged_at,order_created_at,order_ready_at,order_value,restaurant_id,number_of_items,minutes_from_acknowledged_to_ready,hour_order_acknowledged_at,day_of_order,value_per_item,country,city,timezone_name,type_of_food,rest_median_order_value,rest_median_number_of_items,rest_median_value_per_item
41,2015-06-22 19:14:45.547100,2015-06-22 19:14:15.034447,2015-06-22 19:17:27.407492,21.5,1514,3,2.6976732,19,0,7.166666666666667,UK,London,Europe/London,thai,21.5,3.0,7.95
42,2015-06-24 20:16:23.920242,2015-06-24 20:16:02.985265,2015-06-24 20:29:19.251899,15.25,1514,2,12.922194283333335,20,2,7.625,UK,London,Europe/London,thai,21.5,3.0,7.95
43,2015-06-25 19:07:15.660860,2015-06-25 19:06:48.492022,2015-06-25 19:07:31.214101,7.95,1514,1,0.25922068333333337,19,3,7.95,UK,London,Europe/London,thai,21.5,3.0,7.95
44,2015-06-26 11:53:50.403514,2015-06-26 11:11:35.976579,2015-06-26 12:22:47.261500,17.9,1514,2,28.947633100000004,11,4,8.95,UK,London,Europe/London,thai,21.5,3.0,7.95
45,2015-06-01 11:03:00.025211,2015-06-01 10:43:39.999002,2015-06-01 11:30:38.212802,18.0,1869,4,27.63645985,11,0,4.5,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
46,2015-06-01 11:03:05.111532,2015-06-01 10:56:59.635424,2015-06-01 11:37:42.062492,15.0,1869,3,34.61584933333334,11,0,5.0,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
47,2015-06-01 19:36:59.510907,2015-06-01 19:35:30.975795,2015-06-01 19:37:11.287947,32.0,1869,9,0.19628400000000001,19,0,3.5555555555555554,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
48,2015-06-01 19:49:55.303752,2015-06-01 19:48:56.037516,2015-06-01 19:54:06.549312,168.0,1869,7,4.187426,19,0,24.0,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
49,2015-06-01 19:58:37.558048,2015-06-01 19:58:17.933772,2015-06-01 20:07:51.113503,15.0,1869,3,9.22592425,19,0,5.0,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
50,2015-06-01 20:55:48.225544,2015-06-01 20:55:18.795864,2015-06-01 20:56:40.748159,20.0,1869,4,0.8753769166666667,20,0,5.0,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
51,2015-06-01 21:20:13.313942,2015-06-01 21:19:54.652793,2015-06-01 21:20:51.638799,16.0,1869,3,0.6387476166666667,21,0,5.333333333333333,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
52,2015-06-02 19:39:33.807743,2015-06-02 19:39:04.086405,2015-06-02 19:40:29.890399,35.0,1869,6,0.9347109333333333,19,1,5.833333333333333,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
53,2015-06-02 20:12:53.163043,2015-06-02 20:12:42.333917,2015-06-02 20:13:28.392100,16.0,1869,3,0.5871509500000001,20,1,5.333333333333333,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
54,2015-06-03 11:13:58.269049,2015-06-03 11:13:38.506945,2015-06-03 11:38:25.907862,64.0,1869,6,24.460646883333332,11,2,10.666666666666666,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
55,2015-06-03 11:35:49.683703,2015-06-03 11:35:21.017302,2015-06-03 11:36:04.324898,32.0,1869,3,0.2440199166666667,11,2,10.666666666666666,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
56,2015-06-03 19:17:42.813975,2015-06-03 19:17:26.588842,2015-06-03 19:18:13.309306,47.0,1869,7,0.5082555166666667,19,2,6.714285714285714,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
57,2015-06-03 20:14:27.873731,2015-06-03 20:14:01.122367,2015-06-03 20:14:48.301985,16.0,1869,3,0.3404709,20,2,5.333333333333333,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
58,2015-06-03 20:19:10.305404,2015-06-03 20:18:50.210453,2015-06-03 20:19:40.984326,31.0,1869,5,0.5113153666666668,20,2,6.2,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
59,2015-06-03 20:30:25.057728,2015-06-03 20:29:48.519803,2015-06-03 20:31:35.696260,43.0,1869,6,1.1773088666666667,20,2,7.166666666666667,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
60,2015-06-04 19:08:35.683670,2015-06-04 19:07:45.175449,2015-06-04 19:21:34.775530,19.0,1869,4,12.984864333333332,19,3,4.75,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
61,2015-06-04 20:02:58.319689,2015-06-04 20:02:12.010227,2015-06-04 20:06:49.862975,31.0,1869,4,3.859054766666667,20,3,7.75,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
62,2015-06-04 20:26:26.672260,2015-06-04 20:25:58.835161,2015-06-04 20:31:03.714325,104.0,1869,13,4.6173677500000005,20,3,8.0,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
63,2015-06-05 11:10:38.673061,2015-06-05 10:50:35.973834,2015-06-05 11:37:45.553917,16.0,1869,3,27.114680933333332,11,4,5.333333333333333,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
64,2015-06-05 18:35:37.011341,2015-06-05 17:56:30.904455,2015-06-05 19:02:10.868719,17.0,1869,3,26.564289633333335,18,4,5.666666666666667,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
65,2015-06-05 18:44:54.752426,2015-06-05 18:44:17.697545,2015-06-05 18:46:25.310835,35.0,1869,6,1.5093068166666668,18,4,5.833333333333333,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
66,2015-06-05 18:51:01.947627,2015-06-05 18:50:42.002641,2015-06-05 18:51:57.502968,20.0,1869,4,0.9259223500000001,18,4,5.0,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
67,2015-06-05 19:16:51.076655,2015-06-05 19:16:34.392352,2015-06-05 19:17:01.173977,17.0,1869,3,0.1682887,19,4,5.666666666666667,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
68,2015-06-05 19:18:51.963924,2015-06-05 19:18:26.260103,2015-06-05 19:20:12.708906,32.0,1869,4,1.3457497,19,4,8.0,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
69,2015-06-05 19:28:35.716778,2015-06-05 19:27:50.069786,2015-06-05 20:22:27.853596,23.0,1869,5,53.86894696666668,19,4,4.6,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
70,2015-06-05 20:05:27.229102,2015-06-05 20:04:36.679543,2015-06-05 20:06:42.882014,19.0,1869,4,1.2608818666666666,20,4,4.75,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
71,2015-06-06 10:38:53.440938,2015-06-06 10:33:16.283295,2015-06-06 11:39:55.948995,20.0,1869,4,61.04180095,10,5,5.0,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
72,2015-06-06 12:55:33.664094,2015-06-06 12:55:16.959300,2015-06-06 12:56:29.092836,32.0,1869,5,0.9238123666666668,12,5,6.4,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
73,2015-06-06 20:01:58.016824,2015-06-06 20:01:44.698248,2015-06-06 20:10:01.592247,32.0,1869,5,8.059590383333335,20,5,6.4,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
74,2015-06-08 12:18:18.046366,2015-06-08 12:17:38.989479,2015-06-08 12:18:38.748211,54.0,1869,5,0.34503075000000005,12,0,10.8,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
75,2015-06-08 12:34:59.241415,2015-06-08 12:34:39.578062,2015-06-08 12:36:24.729942,16.0,1869,6,1.4248087833333334,12,0,2.6666666666666665,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
76,2015-06-08 19:14:36.727857,2015-06-08 19:14:02.045476,2015-06-08 19:20:33.879527,16.0,1869,3,5.952527833333334,19,0,5.333333333333333,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
77,2015-06-08 19:18:28.038693,2015-06-08 19:18:10.470507,2015-06-08 19:20:33.815874,16.0,1869,3,2.09628635,19,0,5.333333333333333,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
78,2015-06-08 19:55:38.769406,2015-06-08 19:55:18.033269,2015-06-08 19:58:25.363934,30.0,1869,4,2.7765754666666664,19,0,7.5,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
79,2015-06-08 19:57:55.156641,2015-06-08 19:56:55.273927,2015-06-08 20:06:13.769852,30.0,1869,3,8.310220183333334,19,0,10.0,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
80,2015-06-08 19:59:56.133926,2015-06-08 19:59:35.568075,2015-06-08 20:12:00.535312,31.0,1869,5,12.073356433333334,19,0,6.2,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
81,2015-06-08 20:12:20.780410,2015-06-08 20:09:56.335396,2015-06-08 20:17:42.689652,89.0,1869,13,5.365154033333334,20,0,6.846153846153846,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
82,2015-06-09 19:28:41.237902,2015-06-09 19:28:11.739958,2015-06-09 19:31:57.800140,31.0,1869,4,3.2760373,19,1,7.75,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
83,2015-06-09 19:48:18.628732,2015-06-09 19:48:05.165402,2015-06-09 19:49:14.207217,32.0,1869,4,0.9263080833333334,19,1,8.0,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
84,2015-06-09 19:50:44.931781,2015-06-09 19:50:28.457831,2015-06-09 19:51:25.481000,20.0,1869,4,0.6758203166666666,19,1,5.0,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
85,2015-06-09 19:52:20.910025,2015-06-09 19:51:51.160738,2015-06-09 19:53:31.599900,32.0,1869,6,1.1781645833333334,19,1,5.333333333333333,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
86,2015-06-09 21:20:50.817554,2015-06-09 21:20:24.427813,2015-06-09 21:22:57.993877,23.0,1869,5,2.1196053833333335,21,1,4.6,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
87,2015-06-09 21:21:36.383809,2015-06-09 21:21:17.280647,2015-06-09 21:22:52.666224,16.0,1869,3,1.2713735833333333,21,1,5.333333333333333,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
88,2015-06-10 19:20:37.009973,2015-06-10 19:20:05.748413,2015-06-10 19:21:12.619172,17.0,1869,6,0.5934866500000001,19,2,2.8333333333333335,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
89,2015-06-10 20:09:48.758219,2015-06-10 20:09:23.067177,2015-06-10 20:10:54.610601,32.0,1869,5,1.0975397,20,2,6.4,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
90,2015-06-10 20:23:54.543627,2015-06-10 20:23:24.106626,2015-06-10 20:25:40.397506,46.0,1869,7,1.7642313166666668,20,2,6.571428571428571,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
91,2015-06-10 20:41:41.388795,2015-06-10 20:41:25.720198,2015-06-10 20:43:42.018089,34.0,1869,6,2.010488233333333,20,2,5.666666666666667,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
92,2015-06-10 20:56:27.451855,2015-06-10 20:56:02.931644,2015-06-10 21:00:58.838296,30.0,1869,3,4.52310735,20,2,10.0,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
93,2015-06-10 21:08:11.400934,2015-06-10 21:07:51.012458,2015-06-10 21:09:01.916146,16.0,1869,3,0.8419202000000001,21,2,5.333333333333333,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
94,2015-06-11 18:30:34.140078,2015-06-11 18:27:54.484826,2015-06-11 19:04:13.079874,35.0,1869,6,33.648996600000004,18,3,5.833333333333333,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
95,2015-06-11 19:34:25.214153,2015-06-11 19:33:53.457638,2015-06-11 19:34:52.097936,39.0,1869,6,0.44806305,19,3,6.5,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
96,2015-06-11 19:48:31.538590,2015-06-11 19:48:01.644502,2015-06-11 19:48:59.409372,25.0,1869,4,0.4645130333333334,19,3,6.25,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
97,2015-06-11 20:06:32.773178,2015-06-11 20:06:08.964895,2015-06-11 20:07:06.300816,32.0,1869,4,0.5587939666666667,20,3,8.0,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
98,2015-06-12 11:50:36.374151,2015-06-12 11:50:08.536847,2015-06-12 11:51:11.650547,16.0,1869,3,0.5879399333333334,11,4,5.333333333333333,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
99,2015-06-12 19:44:06.265304,2015-06-12 19:43:23.796988,2015-06-12 19:44:26.573922,35.0,1869,7,0.3384769666666667,19,4,5.0,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
100,2015-06-12 19:57:07.926567,2015-06-12 19:56:38.719929,2015-06-12 19:57:18.148095,26.0,1869,3,0.1703588,19,4,8.666666666666666,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
101,2015-06-12 20:26:38.755377,2015-06-12 20:25:50.685238,2015-06-12 21:05:23.366939,47.0,1869,5,38.74352603333333,20,4,9.4,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
102,2015-06-15 11:46:41.713526,2015-06-15 11:46:24.259560,2015-06-15 11:47:53.444049,19.0,1869,4,1.1955087166666667,11,0,4.75,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
103,2015-06-15 12:34:18.742579,2015-06-15 12:34:07.578648,2015-06-15 12:35:19.302849,15.0,1869,3,1.0093378333333334,12,0,5.0,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
104,2015-06-15 18:53:36.272520,2015-06-15 18:53:15.436366,2015-06-15 18:54:06.711214,30.0,1869,4,0.5073115666666667,18,0,7.5,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
105,2015-06-15 19:54:38.913476,2015-06-15 19:54:26.767972,2015-06-15 19:55:15.534104,34.0,1869,7,0.6103438000000001,19,0,4.857142857142857,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
106,2015-06-15 20:47:58.456298,2015-06-15 20:47:28.764288,2015-06-15 20:48:48.733375,48.0,1869,5,0.8379512833333335,20,0,9.6,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
107,2015-06-16 11:50:20.582961,2015-06-16 11:49:48.259049,2015-06-16 11:51:22.361233,15.0,1869,3,1.0296378666666668,11,1,5.0,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
108,2015-06-16 17:58:20.548350,2015-06-16 17:57:44.504794,2015-06-16 18:33:22.325393,16.0,1869,3,35.02961738333333,17,1,5.333333333333333,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
109,2015-06-16 18:23:05.340268,2015-06-16 18:22:31.643318,2015-06-16 18:41:41.348141,28.0,1869,4,18.600131216666668,18,1,7.0,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
110,2015-06-16 18:58:12.939853,2015-06-16 18:57:54.000422,2015-06-16 18:59:23.479136,35.0,1869,6,1.1756547166666667,18,1,5.833333333333333,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
111,2015-06-16 21:16:17.742340,2015-06-16 21:15:47.355751,2015-06-16 21:16:48.176200,17.0,1869,3,0.5072310000000001,21,1,5.666666666666667,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
112,2015-06-16 21:16:58.462601,2015-06-16 21:16:33.033476,2015-06-16 21:17:12.837323,18.0,1869,4,0.2395787,21,1,4.5,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
113,2015-06-17 11:21:45.912578,2015-06-17 10:59:25.321887,2015-06-17 11:49:04.200752,16.0,1869,3,27.304802900000002,11,2,5.333333333333333,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
114,2015-06-17 12:18:38.578642,2015-06-17 12:18:14.110248,2015-06-17 12:18:48.828620,33.0,1869,5,0.17083296666666667,12,2,6.6,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
115,2015-06-17 19:03:38.116777,2015-06-17 19:03:04.530900,2015-06-17 19:04:52.064379,18.0,1869,4,1.2324600333333333,19,2,4.5,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
116,2015-06-17 19:30:56.607162,2015-06-17 19:30:16.782187,2015-06-17 19:31:11.918674,17.0,1869,3,0.25519186666666666,19,2,5.666666666666667,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
117,2015-06-17 20:15:20.904041,2015-06-17 20:14:47.785443,2015-06-17 20:16:01.350524,35.0,1869,6,0.67410805,20,2,5.833333333333333,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
118,2015-06-17 20:24:39.642674,2015-06-17 20:24:26.473488,2015-06-17 20:24:49.934559,19.0,1869,4,0.1715314166666667,20,2,4.75,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
119,2015-06-18 11:56:54.864945,2015-06-18 11:56:02.864191,2015-06-18 11:57:20.393938,15.0,1869,3,0.42548321666666666,11,3,5.0,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
120,2015-06-18 11:57:10.288664,2015-06-18 11:56:46.104118,2015-06-18 11:57:23.655263,15.0,1869,3,0.22277665000000002,11,3,5.0,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
121,2015-06-18 12:00:31.803255,2015-06-18 12:00:20.959618,2015-06-18 12:00:47.073089,16.0,1869,3,0.25449723333333335,12,3,5.333333333333333,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
122,2015-06-18 12:04:33.440388,2015-06-18 12:04:08.235985,2015-06-18 12:05:48.983481,16.0,1869,3,1.25905155,12,3,5.333333333333333,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
123,2015-06-18 12:05:13.779919,2015-06-18 12:04:27.711644,2015-06-18 12:05:54.250239,16.0,1869,3,0.6745053333333334,12,3,5.333333333333333,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
124,2015-06-18 12:29:16.897949,2015-06-18 12:28:46.896396,2015-06-18 12:30:52.457445,15.0,1869,3,1.5926582666666669,12,3,5.0,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
125,2015-06-18 18:36:28.570917,2015-06-18 17:18:39.885946,2015-06-18 18:44:12.407526,43.0,1869,7,7.73061015,18,3,6.142857142857143,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
126,2015-06-18 18:37:29.063800,2015-06-18 18:37:00.867679,2015-06-18 18:39:05.762859,30.0,1869,3,1.6116509833333335,18,3,10.0,France,Paris,Europe/Paris,french,25.5,4.0,5.333333333333333
